Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,Explicit Track,Total_Popularity_Score,Cross_Platform_Count,Release_Year,Artist_Song_Count,YouTube_Engagement_Rate,TikTok_Engagement_Rate,Track_Success
1638836100.0,272933.0,70.0,1170441300.0,13667470.0,5241838.0,364560420.0,1,0.15667014,3,2020.0,8,0.011677194,69.548195,1
372423500.0,44730.0,71.0,131308670.0,1074684.0,1102985.0,38959590.0,0,0.03222963,2,2023.0,15,0.008184417,35.321926,1
630373300.0,70400.0,84.0,50938570.0,246731.0,215433.0,70110810.0,0,0.05111337,2,2023.0,11,0.0048437165,325.43985,1
2481391400.0,332437.0,80.0,1116323700.0,8490012.0,83111.0,26892604.0,0,0.21636719,2,2019.0,22,0.007605333,323.57068,1
474590300.0,24891.0,78.0,577930700.0,1569516.0,136500.0,32754140.0,0,0.049216345,2,2023.0,9,0.002715753,239.95532,1
847025660.0,104052.0,66.0,106024870.0,1080393.0,3030761.0,1522267600.0,1,0.08972635,2,2022.0,5,0.0101900045,502.27225,1
2880537000.0,285381.0,80.0,4086122000.0,22091228.0,1103074.0,100536750.0,0,0.3091358,3,2016.0,6,0.005406405,91.142265,1
440364350.0,26107.0,70.0,525156900.0,10820829.0,3411209.0,550993900.0,0,0.05283296,3,2023.0,1,0.020604948,161.52448,1
689181440.0,61138.0,83.0,183381490.0,738123.0,213300.0,49332436.0,1,0.05810149,3,2023.0,60,0.0040250737,231.28085,1
372248130.0,68037.0,67.0,86580740.0,1106306.0,77600.0,20713030.0,1,0.03104347,1,2023.0,68,0.01277775,266.91705,1
2072182800.0,194332.0,75.0,3952909600.0,32333846.0,1314091.0,53911464.0,0,0.24281897,3,2017.0,8,0.008179759,41.025642,1
606124540.0,40628.0,86.0,166363440.0,1019744.0,14519.0,5128004.0,0,0.05065987,2,2023.0,17,0.006129622,353.1684,1
827950850.0,118965.0,73.0,299001100.0,2751490.0,172228.0,118133110.0,1,0.07224345,2,2022.0,22,0.009202277,685.9072,1
1227475500.0,180053.0,78.0,584854660.0,6691488.0,341199.0,191133200.0,0,0.11022253,3,2022.0,16,0.011441286,560.1794,1
571366500.0,32236.0,79.0,475200500.0,1369288.0,182200.0,26534406.0,1,0.054564636,2,2023.0,11,0.0028814971,145.63261,1
92932220.0,8847.0,67.0,42581932.0,513055.0,182200.0,26534406.0,0,0.008481499,0,2024.0,5,0.0120486785,145.63261,1
1126986400.0,200887.0,73.0,293553020.0,5388022.0,461623.0,313934100.0,0,0.09819394,3,2022.0,3,0.018354515,680.0646,1
2074722000.0,255296.0,77.0,1665434400.0,15432964.0,858364.0,324510600.0,0,0.20014574,3,2020.0,17,0.00926663,378.05664,1
89362910.0,7377.0,84.0,37676730.0,525264.0,361700.0,71058620.0,1,0.008735682,1,2024.0,4,0.013941363,196.4568,1
26674908.0,2673.0,35.0,7863539.0,84565.0,4304279.0,50776320.0,0,0.0029582777,1,2023.0,2,0.010754189,11.796704,1
406875000.0,85930.0,67.0,39850190.0,427973.0,1225.0,2163852.0,1,0.032521643,1,2023.0,68,0.010739571,1764.9698,1
1421763500.0,152592.0,78.0,945857100.0,5587691.0,179400.0,14518451.0,0,0.13021307,2,2022.0,60,0.0059075435,80.927376,1
1237874600.0,276882.0,67.0,2430804500.0,12334565.0,584648.0,77631200.0,1,0.14711729,3,2020.0,23,0.0050742733,132.78258,1
804925760.0,128247.0,75.0,175393120.0,1729347.0,935169.0,362063360.0,1,0.07139039,3,2022.0,2,0.009859839,387.16312,1
106599320.0,9406.0,87.0,10331471.0,167936.0,182200.0,279000.0,0,0.008514125,0,2024.0,2,0.016254896,1.5312814,1
971473200.0,239671.0,78.0,198796960.0,2003253.0,803500.0,85725310.0,1,0.08091088,3,2022.0,68,0.010076884,106.68974,1
1125681400.0,251023.0,72.0,306628100.0,3322075.0,5487112.0,345484380.0,1,0.09880737,3,2020.0,13,0.010834219,62.96287,1
2011072100.0,222804.0,77.0,1290292400.0,11720744.0,2377898.0,155233360.0,0,0.18512563,3,2019.0,12,0.009083791,65.28173,1
872148400.0,90726.0,78.0,477047680.0,1887642.0,459540.0,102272830.0,1,0.07909519,3,2023.0,17,0.003956927,222.55432,1
